L,mc,T,Jhash,observable,parameter,value
32,16,0.900000,352c5017,"Correlation",12,0.706837
32,16,0.900000,352c5017,"Correlation",14,0.693005
32,16,0.900000,352c5017,"Correlation",16,0.680464
32,16,0.900000,352c5017,"Correlation",19,0.665530
32,16,0.900000,352c5017,"Correlation",22,0.655393
32,16,0.900000,352c5017,"Correlation",25,0.643988
32,16,0.900000,352c5017,"Correlation",29,0.631775
32,16,0.900000,352c5017,"Correlation",33,0.619396
32,16,0.900000,352c5017,"Correlation",39,0.606192
32,16,0.900000,352c5017,"Correlation",44,0.594799
32,16,0.900000,352c5017,"Correlation",51,0.579744
32,16,0.900000,352c5017,"Correlation",59,0.568104
32,16,0.900000,352c5017,"Correlation",68,0.555510
32,16,0.900000,352c5017,"Correlation",79,0.542515
32,16,0.900000,352c5017,"Correlation",91,0.530119
32,16,0.900000,352c5017,"Correlation",104,0.514445
32,16,0.900000,352c5017,"Correlation",120,0.499834
32,16,0.900000,352c5017,"Correlation",138,0.489598
32,16,0.900000,352c5017,"Correlation",159,0.475098
32,16,0.900000,352c5017,"Correlation",184,0.459548
32,16,0.900000,352c5017,"Correlation",212,0.445769
32,16,0.900000,352c5017,"Correlation",244,0.432001
32,16,0.900000,352c5017,"Correlation",281,0.420186
32,16,0.900000,352c5017,"Correlation",323,0.408962
32,16,0.900000,352c5017,"Correlation",372,0.396912
32,16,0.900000,352c5017,"Correlation",429,0.382400
32,16,0.900000,352c5017,"Correlation",494,0.374137
32,16,0.900000,352c5017,"Correlation",568,0.361439
32,16,0.900000,352c5017,"Correlation",655,0.353963
32,16,0.900000,352c5017,"Correlation",754,0.344759
32,16,0.900000,352c5017,"Correlation",868,0.333575
32,16,0.900000,352c5017,"Correlation",1000,0.325832
32,19,0.900000,352c5017,"Correlation",1,0.819371
32,19,0.900000,352c5017,"Correlation",2,0.805859
32,19,0.900000,352c5017,"Correlation",3,0.783802
32,19,0.900000,352c5017,"Correlation",4,0.785153
32,19,0.900000,352c5017,"Correlation",5,0.758519
32,19,0.900000,352c5017,"Correlation",6,0.764506
32,19,0.900000,352c5017,"Correlation",7,0.742545
32,19,0.900000,352c5017,"Correlation",8,0.743411
32,19,0.900000,352c5017,"Correlation",9,0.728876
32,19,0.900000,352c5017,"Correlation",10,0.725353
32,19,0.900000,352c5017,"Correlation",12,0.715742
32,19,0.900000,352c5017,"Correlation",14,0.699913
32,19,0.900000,352c5017,"Correlation",16,0.692121
32,19,0.900000,352c5017,"Correlation",19,0.676142
32,19,0.900000,352c5017,"Correlation",22,0.667138
32,19,0.900000,352c5017,"Correlation",25,0.653884
32,19,0.900000,352c5017,"Correlation",29,0.640424
32,19,0.900000,352c5017,"Correlation",33,0.631077
32,19,0.900000,352c5017,"Correlation",39,0.617519
32,19,0.900000,352c5017,"Correlation",44,0.608596
32,19,0.900000,352c5017,"Correlation",51,0.592852
32,19,0.900000,352c5017,"Correlation",59,0.580081
32,19,0.900000,352c5017,"Correlation",68,0.569967
32,19,0.900000,352c5017,"Correlation",79,0.556838
32,19,0.900000,352c5017,"Correlation",91,0.542478
32,19,0.900000,352c5017,"Correlation",104,0.526826
32,19,0.900000,352c5017,"Correlation",120,0.516442
32,19,0.900000,352c5017,"Correlation",138,0.498233
32,19,0.900000,352c5017,"Correlation",159,0.486514
32,19,0.900000,352c5017,"Correlation",184,0.471898
32,19,0.900000,352c5017,"Correlation",212,0.457293
32,19,0.900000,352c5017,"Correlation",244,0.444629
32,19,0.900000,352c5017,"Correlation",281,0.432161
32,19,0.900000,352c5017,"Correlation",323,0.420483
32,19,0.900000,352c5017,"Correlation",372,0.407599
32,19,0.900000,352c5017,"Correlation",429,0.395441
32,19,0.900000,352c5017,"Correlation",494,0.386600
32,19,0.900000,352c5017,"Correlation",568,0.374945
32,19,0.900000,352c5017,"Correlation",655,0.366284
32,19,0.900000,352c5017,"Correlation",754,0.356474
32,19,0.900000,352c5017,"Correlation",868,0.345145
32,19,0.900000,352c5017,"Correlation",1000,0.338853
32,22,0.900000,352c5017,"Correlation",1,0.822798
32,22,0.900000,352c5017,"Correlation",2,0.809062
32,22,0.900000,352c5017,"Correlation",3,0.789310
32,22,0.900000,352c5017,"Correlation",4,0.790577
32,22,0.900000,352c5017,"Correlation",5,0.762931
32,22,0.900000,352c5017,"Correlation",6,0.768165
32,22,0.900000,352c5017,"Correlation",7,0.745855
32,22,0.900000,352c5017,"Correlation",8,0.748846
32,22,0.900000,352c5017,"Correlation",9,0.736040
32,22,0.900000,352c5017,"Correlation",10,0.733573
32,22,0.900000,352c5017,"Correlation",12,0.723095
32,22,0.900000,352c5017,"Correlation",14,0.711484
32,22,0.900000,352c5017,"Correlation",16,0.701166
32,22,0.900000,352c5017,"Correlation",19,0.686326
32,22,0.900000,352c5017,"Correlation",22,0.676955
32,22,0.900000,352c5017,"Correlation",25,0.666423
32,22,0.900000,352c5017,"Correlation",29,0.656503
32,22,0.900000,352c5017,"Correlation",33,0.644432
32,22,0.900000,352c5017,"Correlation",39,0.631723
32,22,0.900000,352c5017,"Correlation",44,0.620233
32,22,0.900000,352c5017,"Correlation",51,0.607713
32,22,0.900000,352c5017,"Correlation",59,0.595785
32,22,0.900000,352c5017,"Correlation",68,0.582604
32,22,0.900000,352c5017,"Correlation",79,0.570748
32,22,0.900000,352c5017,"Correlation",91,0.555894
32,22,0.900000,352c5017,"Correlation",104,0.541263
32,22,0.900000,352c5017,"Correlation",120,0.529035
32,22,0.900000,352c5017,"Correlation",138,0.514317
32,22,0.900000,352c5017,"Correlation",159,0.500750
32,22,0.900000,352c5017,"Correlation",184,0.485401
32,22,0.900000,352c5017,"Correlation",212,0.474144
32,22,0.900000,352c5017,"Correlation",244,0.459263
32,22,0.900000,352c5017,"Correlation",281,0.445461
32,22,0.900000,352c5017,"Correlation",323,0.433594
32,22,0.900000,352c5017,"Correlation",372,0.420460
32,22,0.900000,352c5017,"Correlation",429,0.410182
32,22,0.900000,352c5017,"Correlation",494,0.398621
32,22,0.900000,352c5017,"Correlation",568,0.386844
32,22,0.900000,352c5017,"Correlation",655,0.379008
32,22,0.900000,352c5017,"Correlation",754,0.367905
32,22,0.900000,352c5017,"Correlation",868,0.357024
32,22,0.900000,352c5017,"Correlation",1000,0.351966
32,25,0.900000,352c5017,"Correlation",1,0.826015
32,25,0.900000,352c5017,"Correlation",2,0.811576
32,25,0.900000,352c5017,"Correlation",3,0.789972
32,25,0.900000,352c5017,"Correlation",4,0.791472
32,25,0.900000,352c5017,"Correlation",5,0.766718
32,25,0.900000,352c5017,"Correlation",6,0.774263
32,25,0.900000,352c5017,"Correlation",7,0.752404
32,25,0.900000,352c5017,"Correlation",8,0.754551
32,25,0.900000,352c5017,"Correlation",9,0.743019
32,25,0.900000,352c5017,"Correlation",10,0.741284
32,25,0.900000,352c5017,"Correlation",12,0.733329
32,25,0.900000,352c5017,"Correlation",14,0.720168
32,25,0.900000,352c5017,"Correlation",16,0.710534
32,25,0.900000,352c5017,"Correlation",19,0.694310
32,25,0.900000,352c5017,"Correlation",22,0.686462
32,25,0.900000,352c5017,"Correlation",25,0.674761
32,25,0.900000,352c5017,"Correlation",29,0.662717
32,25,0.900000,352c5017,"Correlation",33,0.653602
32,25,0.900000,352c5017,"Correlation",39,0.639800
32,25,0.900000,352c5017,"Correlation",44,0.626430
32,25,0.900000,352c5017,"Correlation",51,0.618100
32,25,0.900000,352c5017,"Correlation",59,0.606390
32,25,0.900000,352c5017,"Correlation",68,0.594378
32,25,0.900000,352c5017,"Correlation",79,0.581238
32,25,0.900000,352c5017,"Correlation",91,0.564959
32,25,0.900000,352c5017,"Correlation",104,0.551403
32,25,0.900000,352c5017,"Correlation",120,0.538321
32,25,0.900000,352c5017,"Correlation",138,0.523920
32,25,0.900000,352c5017,"Correlation",159,0.510844
32,25,0.900000,352c5017,"Correlation",184,0.497251
32,25,0.900000,352c5017,"Correlation",212,0.482826
32,25,0.900000,352c5017,"Correlation",244,0.468517
32,25,0.900000,352c5017,"Correlation",281,0.455555
32,25,0.900000,352c5017,"Correlation",323,0.445897
32,25,0.900000,352c5017,"Correlation",372,0.431789
32,25,0.900000,352c5017,"Correlation",429,0.420297
32,25,0.900000,352c5017,"Correlation",494,0.408087
32,25,0.900000,352c5017,"Correlation",568,0.396016
32,25,0.900000,352c5017,"Correlation",655,0.387530
32,25,0.900000,352c5017,"Correlation",754,0.377003
32,25,0.900000,352c5017,"Correlation",868,0.362110
32,25,0.900000,352c5017,"Correlation",1000,0.359770
32,29,0.900000,352c5017,"Correlation",1,0.826041
32,29,0.900000,352c5017,"Correlation",2,0.812852
32,29,0.900000,352c5017,"Correlation",3,0.792091
32,29,0.900000,352c5017,"Correlation",4,0.792879
32,29,0.900000,352c5017,"Correlation",5,0.768441
32,29,0.900000,352c5017,"Correlation",6,0.777693
32,29,0.900000,352c5017,"Correlation",7,0.758772
32,29,0.900000,352c5017,"Correlation",8,0.760582
32,29,0.900000,352c5017,"Correlation",9,0.748157
32,29,0.900000,352c5017,"Correlation",10,0.747323
32,29,0.900000,352c5017,"Correlation",12,0.738427
32,29,0.900000,352c5017,"Correlation",14,0.724008
32,29,0.900000,352c5017,"Correlation",16,0.717070
32,29,0.900000,352c5017,"Correlation",19,0.703163
32,29,0.900000,352c5017,"Correlation",22,0.693874
32,29,0.900000,352c5017,"Correlation",25,0.682286
32,29,0.900000,352c5017,"Correlation",29,0.671486
32,29,0.900000,352c5017,"Correlation",33,0.662127
32,29,0.900000,352c5017,"Correlation",39,0.646438
32,29,0.900000,352c5017,"Correlation",44,0.639550
32,29,0.900000,352c5017,"Correlation",51,0.627119
32,29,0.900000,352c5017,"Correlation",59,0.616879
32,29,0.900000,352c5017,"Correlation",68,0.604948
32,29,0.900000,352c5017,"Correlation",79,0.590044
32,29,0.900000,352c5017,"Correlation",91,0.574913
32,29,0.900000,352c5017,"Correlation",104,0.560951
32,29,0.900000,352c5017,"Correlation",120,0.548933
32,29,0.900000,352c5017,"Correlation",138,0.532912
32,29,0.900000,352c5017,"Correlation",159,0.520104
32,29,0.900000,352c5017,"Correlation",184,0.506563
32,29,0.900000,352c5017,"Correlation",212,0.492565
32,29,0.900000,352c5017,"Correlation",244,0.480640
32,29,0.900000,352c5017,"Correlation",281,0.465768
32,29,0.900000,352c5017,"Correlation",323,0.455343
32,29,0.900000,352c5017,"Correlation",372,0.439069
32,29,0.900000,352c5017,"Correlation",429,0.428752
32,29,0.900000,352c5017,"Correlation",494,0.419832
32,29,0.900000,352c5017,"Correlation",568,0.406887
32,29,0.900000,352c5017,"Correlation",655,0.397821
32,29,0.900000,352c5017,"Correlation",754,0.388210
32,29,0.900000,352c5017,"Correlation",868,0.374866
32,29,0.900000,352c5017,"Correlation",1000,0.366554
32,33,0.900000,352c5017,"Correlation",1,0.825492
32,33,0.900000,352c5017,"Correlation",2,0.817037
32,33,0.900000,352c5017,"Correlation",3,0.798599
32,33,0.900000,352c5017,"Correlation",4,0.800816
32,33,0.900000,352c5017,"Correlation",5,0.775289
32,33,0.900000,352c5017,"Correlation",6,0.785034
32,33,0.900000,352c5017,"Correlation",7,0.763390
32,33,0.900000,352c5017,"Correlation",8,0.767755
32,33,0.900000,352c5017,"Correlation",9,0.755586
32,33,0.900000,352c5017,"Correlation",10,0.753104
32,33,0.900000,352c5017,"Correlation",12,0.744876
32,33,0.900000,352c5017,"Correlation",14,0.733535
32,33,0.900000,352c5017,"Correlation",16,0.724278
32,33,0.900000,352c5017,"Correlation",19,0.709513
32,33,0.900000,352c5017,"Correlation",22,0.702134
32,33,0.900000,352c5017,"Correlation",25,0.691915
32,33,0.900000,352c5017,"Correlation",29,0.680132
32,33,0.900000,352c5017,"Correlation",33,0.670297
32,33,0.900000,352c5017,"Correlation",39,0.657802
32,33,0.900000,352c5017,"Correlation",44,0.650396
32,33,0.900000,352c5017,"Correlation",51,0.640116
32,33,0.900000,352c5017,"Correlation",59,0.627319
32,33,0.900000,352c5017,"Correlation",68,0.617539
32,33,0.900000,352c5017,"Correlation",79,0.600426
32,33,0.900000,352c5017,"Correlation",91,0.583984
32,33,0.900000,352c5017,"Correlation",104,0.572469
32,33,0.900000,352c5017,"Correlation",120,0.558626
32,33,0.900000,352c5017,"Correlation",138,0.543504
32,33,0.900000,352c5017,"Correlation",159,0.529497
32,33,0.900000,352c5017,"Correlation",184,0.516494
32,33,0.900000,352c5017,"Correlation",212,0.502040
32,33,0.900000,352c5017,"Correlation",244,0.490941
32,33,0.900000,352c5017,"Correlation",281,0.475051
32,33,0.900000,352c5017,"Correlation",323,0.462583
32,33,0.900000,352c5017,"Correlation",372,0.448995
32,33,0.900000,352c5017,"Correlation",429,0.439264
32,33,0.900000,352c5017,"Correlation",494,0.428554
32,33,0.900000,352c5017,"Correlation",568,0.416126
32,33,0.900000,352c5017,"Correlation",655,0.407070
32,33,0.900000,352c5017,"Correlation",754,0.395400
32,33,0.900000,352c5017,"Correlation",868,0.385556
32,33,0.900000,352c5017,"Correlation",1000,0.378842
32,39,0.900000,352c5017,"Correlation",1,0.828413
32,39,0.900000,352c5017,"Correlation",2,0.819316
32,39,0.900000,352c5017,"Correlation",3,0.800491
32,39,0.900000,352c5017,"Correlation",4,0.802874
32,39,0.900000,352c5017,"Correlation",5,0.779207
32,39,0.900000,352c5017,"Correlation",6,0.788019
32,39,0.900000,352c5017,"Correlation",7,0.766517
32,39,0.900000,352c5017,"Correlation",8,0.772371
32,39,0.900000,352c5017,"Correlation",9,0.761347
32,39,0.900000,352c5017,"Correlation",10,0.759173
32,39,0.900000,352c5017,"Correlation",12,0.752860
32,39,0.900000,352c5017,"Correlation",14,0.738912
32,39,0.900000,352c5017,"Correlation",16,0.733215
32,39,0.900000,352c5017,"Correlation",19,0.718642
32,39,0.900000,352c5017,"Correlation",22,0.713152
32,39,0.900000,352c5017,"Correlation",25,0.701608
32,39,0.900000,352c5017,"Correlation",29,0.688427
32,39,0.900000,352c5017,"Correlation",33,0.681850
32,39,0.900000,352c5017,"Correlation",39,0.671189
32,39,0.900000,352c5017,"Correlation",44,0.663542
32,39,0.900000,352c5017,"Correlation",51,0.651885
32,39,0.900000,352c5017,"Correlation",59,0.641663
32,39,0.900000,352c5017,"Correlation",68,0.630287
32,39,0.900000,352c5017,"Correlation",79,0.614708
32,39,0.900000,352c5017,"Correlation",91,0.600013
32,39,0.900000,352c5017,"Correlation",104,0.588978
32,39,0.900000,352c5017,"Correlation",120,0.572577
32,39,0.900000,352c5017,"Correlation",138,0.559501
32,39,0.900000,352c5017,"Correlation",159,0.547052
32,39,0.900000,352c5017,"Correlation",184,0.531262
32,39,0.900000,352c5017,"Correlation",212,0.518369
32,39,0.900000,352c5017,"Correlation",244,0.505615
32,39,0.900000,352c5017,"Correlation",281,0.490423
32,39,0.900000,352c5017,"Correlation",323,0.478417
32,39,0.900000,352c5017,"Correlation",372,0.462981
32,39,0.900000,352c5017,"Correlation",429,0.455130
32,39,0.900000,352c5017,"Correlation",494,0.442107
32,39,0.900000,352c5017,"Correlation",568,0.432608
32,39,0.900000,352c5017,"Correlation",655,0.418422
32,39,0.900000,352c5017,"Correlation",754,0.408860
32,39,0.900000,352c5017,"Correlation",868,0.398766
32,39,0.900000,352c5017,"Correlation",1000,0.390172
32,44,0.900000,352c5017,"Correlation",1,0.828631
32,44,0.900000,352c5017,"Correlation",2,0.817732
32,44,0.900000,352c5017,"Correlation",3,0.800020
32,44,0.900000,352c5017,"Correlation",4,0.804568
32,44,0.900000,352c5017,"Correlation",5,0.779736
32,44,0.900000,352c5017,"Correlation",6,0.790423
32,44,0.900000,352c5017,"Correlation",7,0.769162
32,44,0.900000,352c5017,"Correlation",8,0.773574
32,44,0.900000,352c5017,"Correlation",9,0.760783
32,44,0.900000,352c5017,"Correlation",10,0.762480
32,44,0.900000,352c5017,"Correlation",12,0.755627
32,44,0.900000,352c5017,"Correlation",14,0.745309
32,44,0.900000,352c5017,"Correlation",16,0.738804
32,44,0.900000,352c5017,"Correlation",19,0.722668
32,44,0.900000,352c5017,"Correlation",22,0.714879
32,44,0.900000,352c5017,"Correlation",25,0.704128
32,44,0.900000,352c5017,"Correlation",29,0.696429
32,44,0.900000,352c5017,"Correlation",33,0.688671
32,44,0.900000,352c5017,"Correlation",39,0.678118
32,44,0.900000,352c5017,"Correlation",44,0.670288
32,44,0.900000,352c5017,"Correlation",51,0.657834
32,44,0.900000,352c5017,"Correlation",59,0.647350
32,44,0.900000,352c5017,"Correlation",68,0.632900
32,44,0.900000,352c5017,"Correlation",79,0.619350
32,44,0.900000,352c5017,"Correlation",91,0.605969
32,44,0.900000,352c5017,"Correlation",104,0.594285
32,44,0.900000,352c5017,"Correlation",120,0.580206
32,44,0.900000,352c5017,"Correlation",138,0.568249
32,44,0.900000,352c5017,"Correlation",159,0.554528
32,44,0.900000,352c5017,"Correlation",184,0.537685
32,44,0.900000,352c5017,"Correlation",212,0.525565
32,44,0.900000,352c5017,"Correlation",244,0.514207
32,44,0.900000,352c5017,"Correlation",281,0.500561
32,44,0.900000,352c5017,"Correlation",323,0.485709
32,44,0.900000,352c5017,"Correlation",372,0.473987
32,44,0.900000,352c5017,"Correlation",429,0.464757
32,44,0.900000,352c5017,"Correlation",494,0.451887
32,44,0.900000,352c5017,"Correlation",568,0.439040
32,44,0.900000,352c5017,"Correlation",655,0.428348
32,44,0.900000,352c5017,"Correlation",754,0.416687
32,44,0.900000,352c5017,"Correlation",868,0.407285
32,44,0.900000,352c5017,"Correlation",1000,0.398278
32,51,0.900000,352c5017,"Correlation",1,0.830991
32,51,0.900000,352c5017,"Correlation",2,0.821728
32,51,0.900000,352c5017,"Correlation",3,0.804923
32,51,0.900000,352c5017,"Correlation",4,0.810602
32,51,0.900000,352c5017,"Correlation",5,0.786967
32,51,0.900000,352c5017,"Correlation",6,0.797352
32,51,0.900000,352c5017,"Correlation",7,0.776492
32,51,0.900000,352c5017,"Correlation",8,0.780497
32,51,0.900000,352c5017,"Correlation",9,0.768645
32,51,0.900000,352c5017,"Correlation",10,0.769368
32,51,0.900000,352c5017,"Correlation",12,0.764256
32,51,0.900000,352c5017,"Correlation",14,0.749872
32,51,0.900000,352c5017,"Correlation",16,0.742504
32,51,0.900000,352c5017,"Correlation",19,0.730277
32,51,0.900000,352c5017,"Correlation",22,0.723450
32,51,0.900000,352c5017,"Correlation",25,0.715937
32,51,0.900000,352c5017,"Correlation",29,0.707729
32,51,0.900000,352c5017,"Correlation",33,0.701169
32,51,0.900000,352c5017,"Correlation",39,0.687727
32,51,0.900000,352c5017,"Correlation",44,0.679013
32,51,0.900000,352c5017,"Correlation",51,0.668562
32,51,0.900000,352c5017,"Correlation",59,0.656558
32,51,0.900000,352c5017,"Correlation",68,0.645351
32,51,0.900000,352c5017,"Correlation",79,0.631391
32,51,0.900000,352c5017,"Correlation",91,0.618196
32,51,0.900000,352c5017,"Correlation",104,0.606070
32,51,0.900000,352c5017,"Correlation",120,0.592367
32,51,0.900000,352c5017,"Correlation",138,0.580061
32,51,0.900000,352c5017,"Correlation",159,0.567284
32,51,0.900000,352c5017,"Correlation",184,0.551961
32,51,0.900000,352c5017,"Correlation",212,0.538580
32,51,0.900000,352c5017,"Correlation",244,0.526733
32,51,0.900000,352c5017,"Correlation",281,0.513178
32,51,0.900000,352c5017,"Correlation",323,0.500843
32,51,0.900000,352c5017,"Correlation",372,0.488990
32,51,0.900000,352c5017,"Correlation",429,0.476557
32,51,0.900000,352c5017,"Correlation",494,0.466192
32,51,0.900000,352c5017,"Correlation",568,0.453471
32,51,0.900000,352c5017,"Correlation",655,0.441461
32,51,0.900000,352c5017,"Correlation",754,0.431309
32,51,0.900000,352c5017,"Correlation",868,0.418739
32,51,0.900000,352c5017,"Correlation",1000,0.411769
32,59,0.900000,352c5017,"Correlation",1,0.831508
32,59,0.900000,352c5017,"Correlation",2,0.823617
32,59,0.900000,352c5017,"Correlation",3,0.804315
32,59,0.900000,352c5017,"Correlation",4,0.810593
32,59,0.900000,352c5017,"Correlation",5,0.785833
32,59,0.900000,352c5017,"Correlation",6,0.796454
32,59,0.900000,352c5017,"Correlation",7,0.774466
32,59,0.900000,352c5017,"Correlation",8,0.778797
32,59,0.900000,352c5017,"Correlation",9,0.764991
32,59,0.900000,352c5017,"Correlation",10,0.766157
32,59,0.900000,352c5017,"Correlation",12,0.764355
32,59,0.900000,352c5017,"Correlation",14,0.750907
32,59,0.900000,352c5017,"Correlation",16,0.747172
32,59,0.900000,352c5017,"Correlation",19,0.734692
32,59,0.900000,352c5017,"Correlation",22,0.730626
32,59,0.900000,352c5017,"Correlation",25,0.722052
32,59,0.900000,352c5017,"Correlation",29,0.712687
32,59,0.900000,352c5017,"Correlation",33,0.704552
32,59,0.900000,352c5017,"Correlation",39,0.693749
32,59,0.900000,352c5017,"Correlation",44,0.686471
32,59,0.900000,352c5017,"Correlation",51,0.673668
32,59,0.900000,352c5017,"Correlation",59,0.660267
